PSNR
21.14987299955109
18.434749367249143
17.775518937324613
15.790546462622038
18.413002348674205
17.870612405080387
17.854074436953265
17.707601733710142
15.81985029987472
16.21673337145787
17.256140368529124
17.103961164873613
17.296232035990403
16.90610693261894
17.79896277915739
20.94163186212949
17.34826611406574
13.77536294485954
13.3167593824846
17.50514347534756
16.255747714518655
19.382454061381043
17.69961607892111
17.176593964812323
17.136155396704474
16.89869700222673
22.152668106136367
17.21153186208111
19.30568139616949
17.233785748626477
20.692064346434805
17.194118450606332
18.932639647685022
20.189418668940753
17.846456237279124
18.853524576559174
18.601958732695298
17.399027381735536
16.9422921163757
15.492966658975824
16.41433043139528
20.11712200649479
18.29146313786606
17.52298436110153
16.766606710503293
18.149512837205485
17.32336581425754
16.226737218963464
16.791676571278305
15.475775309839499
17.36083847441954
17.8733739613539
15.366727641543697
19.422153758602605
18.893652156695556
17.151362138130867
17.566274003287326
17.240918281072485
17.46228290860501
14.957872868797974
19.066550455256323
17.56464535191112
14.65561314179595
19.041840427912312
19.050725028476208
17.504627331658956
18.829866773004888
18.911924117102824
19.02779956361107
17.601908627852687
22.518813338451118
18.624954049303508
17.48536510741794
19.43403230575281
14.086241768856645
16.463675791023512
19.727701562701995
17.37455034990797
18.269626356935518
18.444892948630603
16.788275101420098
18.580749680626663
20.153275182839245
19.425691370172828
18.589772875269652
17.730022618989235
17.586673263736923
18.30483131583096
16.900851916365404
16.112684571180225
15.607982467017926
19.16401108962606
15.10223078012064
18.214305495255203
16.92312359597086
19.12253666022631
17.93299945284808
18.99565627878704
16.36471321507129
17.78666889880766
16.780159036471908
17.559854225405985
20.846873023985502
17.926610633603495
18.093556549106474
18.356045667106766
16.402068644091475
16.026433444303336
18.56858991399209
15.659307524083697
19.66844972314722
12.544042750200312
17.099559262313534
17.20959580270027
16.271582235281702
17.66711310290672
17.420860256202392
19.195422737442332
16.13615092579314
18.35057239324947
19.22166536044262
17.04478456274431
19.169187953605476
16.25822011534305
15.586965971179197
19.603048961805037
16.10186895342431
17.08572722518459
17.350382488401202
17.69750164718832
20.10941126752386
18.402195448522548
19.33819717630604
17.320789396332902
14.638627366039664
15.454163586536131
18.177252780989296
19.572777074627187
13.036719242050587
20.96041532975482
16.140490336960777
18.49972757451421
20.56615765460107
17.911983922499513
15.736733135086176
19.80866032062907
22.84550508819786
19.506723268855467
16.199106560800097
17.525021617636952
17.3069234845073
18.412467448769355
17.309697463850434
17.83242589130463
17.914460455002647
15.395888775601943
16.354951091907978
16.394317502163826
16.227916772371287
17.641733038963395
18.345946410238025
19.533725137908153
18.759554488219838
17.591130581547812
16.384480313681713
18.369381170642338
16.756544486734942
16.578783000583716
21.711117092540746
17.29671260717939
16.99325290594555
19.094657508719422
18.437996165872008
17.29719292490096
18.598108649274746
19.825041135518415
17.306039506443113
17.6533440238723
22.48687023653737
20.33844447606155
18.689881520759677
18.317370856025857
17.456123221511156
16.981200565835124
16.53775540784586
17.247944714299535
16.105218048206133
16.99777908779687
17.47949664348639
16.96897699687357
18.671075467750285
15.445139435440854
18.17055858523389
