x1,x2
-0.7783491999011065,-2.181776564208527
-0.32697742857495093,-1.4791881800028652
-1.2763537750359752,-0.5973628255830785
1.2838859098466664,-1.041434846504969
-0.25766792347897904,-2.083103288992469
2.44932118960059,-1.3729323012889474
-1.1226845129954652,-3.447046480249655
-0.18419800092664257,-0.7850357175821141
-0.9697649354288076,-2.633123090907169
-0.46515704968646776,-2.427896327802605
-0.17395035042951243,-1.3528218729516288
2.019082384214594,-1.2180036847381297
-1.188508647140774,-1.90185504690307
-0.48658576739359233,-2.1386299704251215
-0.21955393615153054,-3.0073649194913106
0.01567063111362601,-2.179799322506092
-0.10543689240425026,-2.8294793573555888
0.16104805596186114,-1.0394286421067807
-0.49756530620735406,-1.022824684371671
0.14596601960486336,-1.2975152270330281
-0.4217988165869411,0.05884907819218976
-0.3247814689391245,-0.16034840831880853
-0.43320056982174515,0.31975618650976945
-0.4992667026987109,-0.0951477391889956
-0.13390950186088835,-0.11400574228268529
-0.5625611804523173,0.2799280473129412
-1.0074983908483448,0.49525519485348946
-0.6704789997888244,0.1487703655678979
-0.4496570208307761,0.16487577286846367
-0.5756142082039888,0.03750605644946836
-0.16405257923028632,-0.2833697133323354
-0.552534735425799,0.2938115271652211
-0.7645292273368322,0.26264202593989583
-0.6605209038606212,-0.009318726410565858
-0.30308082876064507,0.024440370556845337
-0.7325343676102103,0.09923641025672714
-0.06275037242411421,-0.17438438508379356
-0.03819480453594487,-0.24828594904649218
-0.15386374054576318,0.02582217076355864
-0.4108804382046987,0.21317594004098972
-2.600781038190161,-0.21019679945211653
-1.896934242594792,-0.018963696918541106
-1.6178538230139965,-0.8004534150911748
-1.2142328162849483,0.0031830857838581195
-1.715884552471182,-1.078756723351416
0.07408788894188655,0.8126611572839848
-0.46852277959733274,-4.538638033609122
2.2998743505700556,-0.4772176862968469
2.477003928184803,-4.721144851475699
1.78041894322719,-1.966081307075028
-0.8172327526275389,-1.397589538159257
-1.7209668848570836,-1.3771640518565555
-1.413582693011442,0.08977036866882482
-2.1069648290272083,0.7430933813585747
-0.4059175892126222,-0.950294046369667
0.6394360060911547,-2.226363029744397
-1.9721419068831847,-0.7348283953204509
-0.5145074910892007,1.154579096887962
-1.7882353660461578,0.07039624006645795
-0.9524522766085358,-1.0186590898943215
0.4103136244960752,-1.879508376689373
-0.29048907417949255,-1.142100659419306
-0.20391750948711002,-0.945578900257554
0.27968036266989377,-0.674946940532523
-0.3740873347615948,-1.1874490268050315
0.03081920642500696,-0.7108949786588108
-0.5336453627334206,-1.3844896353783012
0.98752457448353,-1.283652261333918
-1.3119482221454175,-1.1606771026608393
0.38800924661787284,-1.6817049730810436
-1.1444445965652659,0.1504497230381444
0.6161720383213927,-1.59618707457697
1.3093903862060743,-1.308170463377824
-0.329852605502306,-2.3493192804185723
-1.1799422415044674,-2.194683811603089
-0.22100262262869838,1.991022147576396
0.03764223476729146,-1.1728252463691948
0.36090479224531063,-0.8252273053149288
2.95252248714078,-0.8433664943773747
-1.089497795455063,0.9540562068620753
-0.4074402092679079,0.5632368351890509
0.23654135289983277,0.2706400017024113
1.0196468044725744,0.7515975194935476
0.6233829308241297,0.6521016712385332
1.345835750644014,-0.38068183293344154
0.9824534669048016,-0.6678437350720048
0.23030558172128937,0.2918737327592622
0.5568353083919404,1.5075616002079986
1.406673388756414,0.18129969540295587
0.8448809844606084,1.2373831985209307
1.1241735773132788,-0.01151844803668578
0.45631958856895055,0.31247515037694096
0.26216412475628437,-0.15737022990640015
1.2035872727156658,-0.40551540386206963
-0.149086106654411,0.7957228741764815
0.8103643753174117,-0.6382241585206959
0.9947858652330946,1.3325396561600513
0.9330546976662556,-0.2568597220662584
1.957453240854436,-0.6032668125466741
-1.7922213808660878,-0.5247380986853636
1.1110185467339408,-1.6150154368083924
-0.8657508371946471,1.142105869660054
0.011282179130709488,-1.064152043144911
1.1825005566630091,-1.097412007644393
-0.509563054694081,0.6466160482893042
0.9555698028397634,-1.463744016626818
-0.012819383599948105,-0.4645018945982518
-0.6505470527925682,0.7418189970588787
0.11088678239131379,-1.853252832286442
-0.6607252611911599,-2.2594506869392967
-0.08375974048766652,-0.8237318352348132
-0.45819057627505766,-0.5964623267627505
-0.03854492230945927,-1.2872158370358067
1.3513436804459158,-2.177062544745951
0.3545696807126739,-1.7793186320149417
-0.503687634189306,0.5829157718361753
0.6324682953496956,-2.176823743292158
-0.024503763943171723,1.1958951149787072
0.756926646523978,-1.801586670581658
1.455248935721671,-1.3528220810051088
-0.6295836449230247,-2.088572189829156
-1.2442891374520857,-1.5099880489737685
-1.3594508100606553,-1.4202195595683107
